state_name,county_name,year,parameter_name,units_of_measure,mean,first_max_value
California,Kern,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.368387,38.649999999999991
California,Kern,2011,Relative Humidity ,Percent relative humidity,56.9538945,100
California,Kern,2011,Wind Direction - Resultant,Degrees Compass,188.85277885714282,360
California,Kern,2011,Wind Speed - Resultant,Knots,3.6774121428571429,22.428571428571431
California,Kings,2011,Barometric pressure,Millibars,1009.8668825,1026.8
California,Kings,2011,Nitrogen dioxide (NO2),Parts per billion,14.678310999999999,54
California,Kings,2011,Outdoor Temperature,Degrees Fahrenheit,59.350030333333336,100
California,Kings,2011,Ozone,Parts per million,0.049179749999999994,0.096624999999999989
California,Kings,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),29.878657333333329,75.666666666666657
California,Kings,2011,Wind Direction - Resultant,Degrees Compass,235.965062,359.66666666666669
California,Kings,2011,Wind Speed - Resultant,Knots,3.6412853333333333,16.066666666666666
California,Lake,2011,Outdoor Temperature,Degrees Fahrenheit,53.579924500000004,97
California,Lake,2011,Ozone,Parts per million,0.0373985,0.056999999999999995
California,Lake,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.518033,8
California,Lake,2011,Relative Humidity ,Percent relative humidity,66.520690333333334,99
California,Los Angeles,2011,Barometric pressure,Millibars,991.70692855555558,1010.1333333333333
California,Los Angeles,2011,Carbon monoxide,Parts per million,0.41563992857142873,2.5821428571428573
California,Los Angeles,2011,Nitrogen dioxide (NO2),Parts per billion,24.5427828,84.17
California,Los Angeles,2011,Outdoor Temperature,Degrees Fahrenheit,62.614915636363641,102.07272727272726
California,Los Angeles,2011,Ozone,Parts per million,0.043731149999999983,0.088883333333333328
California,Los Angeles,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),19.7716342,47.800000000000004
California,Los Angeles,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.438510749999997,52.300000000000004
California,Los Angeles,2011,Relative Humidity ,Percent relative humidity,63.59551800000002,95.6
California,Los Angeles,2011,Sulfur dioxide,Parts per billion,1.0586478333333336,16.474999999999998
California,Madera,2011,Barometric pressure,Millibars,1005.9918415,1025.2
California,Madera,2011,Nitrogen dioxide (NO2),Parts per billion,11.907443,43
California,Madera,2011,Outdoor Temperature,Degrees Fahrenheit,60.3666835,100.5
California,Madera,2011,Ozone,Parts per million,0.050859333333333333,0.092333333333333337
California,Madera,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.4080109999999983,37.824999999999996
California,Madera,2011,Relative Humidity ,Percent relative humidity,61.834625499999994,99.5
California,Madera,2011,Wind Direction - Resultant,Degrees Compass,232.245035,359.9
California,Madera,2011,Wind Speed - Resultant,Knots,4.14231,17.5
California,Marin,2011,Carbon monoxide,Parts per million,0.39294700000000005,1.45
California,Marin,2011,Nitrogen dioxide (NO2),Parts per billion,17.458498499999997,53.2
California,Marin,2011,Outdoor Temperature,Degrees Fahrenheit,52.797477,86
California,Marin,2011,Ozone,Parts per million,0.02934875,0.075500000000000012
California,Marin,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15.459016,51
California,Marin,2011,Relative Humidity ,Percent relative humidity,85.412635,100
California,Marin,2011,Wind Direction - Resultant,Degrees Compass,214.822105,360
California,Marin,2011,Wind Speed - Resultant,Knots,6.944795,27
California,Mariposa,2011,Outdoor Temperature,Degrees Fahrenheit,58.133911999999995,89
California,Mariposa,2011,Ozone,Parts per million,0.05322575,0.080062500000000009
California,Mariposa,2011,Relative Humidity ,Percent relative humidity,57.840015,98.25
California,Mariposa,2011,Wind Direction - Resultant,Degrees Compass,195.41130600000002,359.5
California,Mariposa,2011,Wind Speed - Resultant,Knots,4.5838795,16.05
California,Mendocino,2011,Ozone,Parts per million,0.025444500000000002,0.05175
California,Mendocino,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15.048732000000001,53.5
California,Merced,2011,Nitrogen dioxide (NO2),Parts per billion,11.915342500000001,51
California,Merced,2011,Outdoor Temperature,Degrees Fahrenheit,59.716778,103
California,Merced,2011,Ozone,Parts per million,0.05146025,0.09075
California,Merced,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),29.271186,73
California,Merced,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.467059,43.5
California,Merced,2011,Wind Direction - Resultant,Degrees Compass,224.24503,360
California,Merced,2011,Wind Speed - Resultant,Knots,2.877011,18.2
California,Mono,2011,Outdoor Temperature,Degrees Fahrenheit,42.892218000000007,84
California,Monterey,2011,Carbon monoxide,Parts per million,0.3894085,1.2
California,Monterey,2011,Nitrogen dioxide (NO2),Parts per billion,10.482805,40
California,Monterey,2011,Outdoor Temperature,Degrees Fahrenheit,55.079431333333332,96.666666666666657
California,Monterey,2011,Ozone,Parts per million,0.036523499999999993,0.063083333333333338
California,Monterey,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12.700000000000001,18
California,Napa,2011,Carbon monoxide,Parts per million,0.50289699999999993,2.1
California,Napa,2011,Nitrogen dioxide (NO2),Parts per billion,13.1926515,44.9
California,Napa,2011,Ozone,Parts per million,0.035326750000000004,0.072500000000000023
California,Napa,2011,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),19.245902,54
California,Nevada,2011,Nitrogen dioxide (NO2),Parts per billion,6.1001205,28.3
California,Nevada,2011,Outdoor Temperature,Degrees Fahrenheit,67.578111,97
California,Nevada,2011,Ozone,Parts per million,0.045699250000000004,0.075750000000000012
California,Nevada,2011,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.259649,10.2
California,Nevada,2011,Relative Humidity ,Percent relative humidity,42.124376,94
California,Nevada,2011,Wind Direction - Resultant,Degrees Compass,169.036104,360
California,Nevada,2011,Wind Speed - Resultant,Knots,2.825252,25
California,Orange,2011,Barometric pressure,Millibars,1000.809137,1018.5
California,Orange,2011,Carbon monoxide,Parts per million,0.309243875,2.225
California,Orange,2011,Nitrogen dioxide (NO2),Parts per billion,15.454638,60.5
